lifetime_gross,rank,studio,title,year
299171,9147,ParC,Festival in Cannes,2002
298718,9148,Lope.,Beauty and the Beast (1946),1947
298525,9149,Orch.,Christine (2016),2016
298457,9150,Eros,Go Goa Gone,2013
298347,9151,CSr,Silmido,2004
298032,9152,Yash,ITTEFAQ,2017
297415,9153,Key.,Bulletproof Heart,1994
296464,9154,Emp.,Caterina in the Big City,2005
296359,9155,IFC,Room 237,2013
296131,9156,FRun,Bonhoeffer,2003
296081,9157,Mira.,Ethan Frome,1993
295683,9158,Sony,Trixie,2000
295493,9159,Roxie,Freeway,1996
295488,9160,GK,April and the Extraordinary World,2016
295444,9161,FL,Riff-Raff,1993
295206,9162,USA,Wet Hot American Summer,2001
295157,9163,KL,Ixcanul,2016
295000,9164,King,Rent-A-Cop,1988
294758,9165,Slg.,Mickey,2004
294266,9166,Hemd,Out Cold (1989),1989
294244,9167,SPC,Adoration,2009
294212,9168,FoxS,Love and Other Catastrophes,1997
294064,9169,Triu,Bliss (1997),1997
294039,9170,JSC,Innocence (2014),2014
294014,9171,Strand,A Woman in Berlin,2009
293680,9172,Abk.,The Dance of Reality,2014
293274,9173,BV,Feast of July,1995
293194,9174,CL,Buddies in India,2017
292794,9175,UTV,Taxi 9211,2006
292577,9176,FL,All Over Me,1997
292470,9177,FRun,Power and Terror: Noam Chomsky in Our Times,2002
292437,9178,Sony,Passengers,2008
292309,9179,Latin,Luminarias,2000
292152,9180,IA,Simon Sez,1999
292102,9181,Somr.,Passage to Zarahemla,2007
291513,9182,Free,The Man in 3B,2015
291390,9183,Par.,I'm Dancing as Fast as I Can,1982
290978,9184,FL,Carried Away,1996
290973,9185,Wells,Kings and Queen,2005
290674,9186,Par.,Fraternity Row,1977
290211,9187,Slow,The Aryan Couple,2005
289885,9188,Palm,Scratch,2002
289323,9189,Par.,Plain Clothes,1988
289232,9190,RBF,Shootout at Lokhandwala,2007
288757,9191,MBox,Antarctica: A Year on Ice,2014
288751,9192,ICir,Above and Beyond,2015
288733,9193,Eros,Sarfarosh,1999
288552,9194,Lions,I Am David,2004
288545,9195,Gold.,The Last of Robin Hood,2014
288483,9196,Cohen,The People vs. Fritz Bauer,2016
288328,9197,Zeit.,Last Train Home,2010
288312,9198,IM,Something From Nothing: The Art of Rap,2012
287724,9199,7Art,American Pimp,2000
287198,9200,Magn.,Outrage,2009
286639,9201,CL,Go Away Mr. Tumor,2015
286409,9202,Eros,Karthik Calling Karthik,2010
285930,9203,Vita.,Aquarius,2016
285885,9204,Cntl,Cold Steel,1987
285863,9205,MNE,Elsa & Fred (2014),2014
285585,9206,UA,Code 46,2004
285468,9207,Eros,No Problem,2010
285394,9208,VidS,The Hero - Love Story of a Spy,2003
285151,9209,Cohen,You Will Be My Son,2013
285112,9210,Mira.,Citizen Ruth,1996
285038,9211,NYer,Marius and Jeannette,1998
284961,9212,Magn.,Only Human,2006
284856,9213,Eros,Dil Kya Kare,1999
284785,9214,Trim.,The Doom Generation,1995
284692,9215,Lions,Cyclo,1996
284147,9216,AM,The Anonymous People,2013
283747,9217,WB,Powwow Highway,1989
283694,9218,Istr,Kill Me Again,1989
283654,9219,Palm,Ten Canoes,2007
283024,9220,FM,Theeb,2015
282749,9221,IFC,The Duchess of Langeais,2008
282448,9222,CGld,The Interrupters,2011
282358,9223,Magn.,White God,2015
282310,9224,Zeit.,Irma Vep,1997
282183,9225,Think,The King,2006
282175,9226,Mira.,Wide Awake,1998
281803,9227,Silv.,Green Dragon,2002
281540,9228,Strand,A Borrowed Identity,2015
281447,9229,IFC,Life During Wartime,2010
281350,9230,Free,That Evening Sun,2009
280958,9231,WGUSA,Kundo: Age of the Rampant,2014
280859,9232,Gram.,Hate (La Haine),1996
280668,9233,TFA,I Do... Until I Don't,2017
280351,9234,Mira.,The Battle of Shaker Heights,2003
280163,9235,MGM,That's Entertainment! III,1994
280046,9236,SPC,Mad Love (2002),2002
279757,9237,Trim.,Twice Upon a Yesterday,1999
279735,9238,Cohen,Blancanieves,2013
279665,9239,SPC,American Hardcore,2006
279627,9240,IRS,Equinox,1993
279558,9241,Drft.,"20,000 Days on Earth",2014
279225,9242,Slow,Christmas in the Clouds,2005
278720,9243,WB,Wrestling Ernest Hemingway,1993
278623,9244,TriS,Every Time We Say Goodbye,1986
278492,9245,Strat.,Smiling Fish & Goat on Fire,2000
278356,9246,Reg.,Tokyo Sonata,2009
277943,9247,Mira.,The Tempest,2010
277845,9248,N.Arts,Tokyo Decadence,1993
277646,9249,Par.,Lady Jane,1986
277596,9250,IDP,Solas,2000
277528,9251,Cohen,In the Name of my Daughter,2015
277405,9252,PEC,Something Special,1986
276901,9253,IFC,Soul Kitchen,2010
276497,9254,RTWC,The Unknown Known,2014
276259,9255,Strand,Beefcake,1999
275968,9256,Mira.,Valentin,2004
275497,9257,BV,Morning Light,2008
275387,9258,MBox,Mesrine: Public Enemy No. 1,2010
275380,9259,Gold.,Southland Tales,2007
275171,9260,Mira.,Pinero,2001
275000,9261,Fox,The Boy in Blue,1986
274675,9262,Eros,Hey Ram,2000
274661,9263,Think,Taxi to the Dark Side,2008
274596,9264,NYer,Cafe au Lait,1994
274589,9265,Eros,One Two Three,2008
274579,9266,Eros,Main Tera Hero,2014
274299,9267,Kino,Amen,2003
274245,9268,Silv.,Dirty,2006
274024,9269,Mira.,The Best of Youth,2005
273870,9270,Elep.,Planet B-Boy,2008
273829,9271,Eros,Rascals,2011
273749,9272,IFC,The Black Power Mix Tape: 1967-1975,2011
273644,9273,Leg.,The Swan Princess II,1997
273641,9274,Jan.,The Rules of the Game (re-issue),2006
273188,9275,WB,Empire Records,1995
272931,9276,Castle,Becoming Colette,1992
272750,9277,CThnk,Paradise Lost,1996
272542,9278,Mira.,Unhook the Stars,1996
272371,9279,Skou,Heavy Petting,1989
272278,9280,Fox,Heart Like a Wheel,1983
272132,9281,FM,After the Storm,2017
272040,9282,Magn.,Countdown to Zero,2010
271942,9283,Eros,Tera Mera Ki Rishta,2009
271841,9284,Col.,Seven Samurai,1956
271755,9285,Cdgm.,Night Moves,2014
271734,9286,CL,Love on the Cloud (Wei Ai),2014
271327,9287,NL,Big Girls Don't Cry... They Get Even,1992
271143,9288,IFC,Deep Water,2007
271000,9289,MME,Night of the Living Dead 3D,2006
270880,9290,UTV,Himmatwala,2013
270745,9291,USA,Waking the Dead,2000
270207,9292,UTV,7 Khoon Maaf,2011
270014,9293,Emr.,This Old Cub,2004
269994,9294,Magn.,Surfwise,2008
269980,9295,VE,Kingsglaive: Final Fantasy: XV,2016
269881,9296,Jan.,Stalker (2017 re-release),2017
269823,9297,Mira.,American Dream,1992
269586,9298,FoxS,"Lucia, Lucia",2003
269300,9299,Gold.,Foxfire,1996
269204,9300,Men.,1945,2017
269144,9301,Magn.,My Golden Days,2016
268461,9302,First,King of California,2007
268431,9303,Kino,Harvard Beats Yale 29-29,2008
268254,9304,Lions,Taxi (1998),1998
268117,9305,Strand,Psycho Beach Party,2000
267965,9306,Abr.,Conan O'Brien Can't Stop,2011
267907,9307,Cow.,Morvern Callar,2002
267880,9308,Emr.,Honeydripper,2007
267265,9309,Mira.,Pastime,1991
267249,9310,Skou,The Gospel According to Vic,1986
267109,9311,Mira.,Waking Up in Reno,2002
267005,9312,Strand,Yossi and Jagger,2003
266967,9313,LGF,The Lucky Ones,2008
266689,9314,Free,Munger Road,2011
266665,9315,USA,Rosetta,1999
266588,9316,KE,The Love Punch,2014
266130,9317,SPC,Nil by Mouth,1998
265732,9318,Lions,Hollow Reed,1997
265452,9319,RAtt.,Life of Crime,2014
265198,9320,Think,The TV Set,2007
265000,9321,FL,Amongst Friends,1993
264889,9322,FM,The Grocer's Son,2008
264292,9323,Trim.,Beautiful People,2000
263723,9324,FRun,Phil Ochs: There But For Fortune,2011
263635,9325,Orion,Split Image,1982
263404,9326,Rialto,Elevator to the Gallows (Re-issue),2005
263200,9327,Vita.,Brand Upon the Brain!,2007
263192,9328,Lions,Flirt,1996
263107,9329,NYer,Life and Debt,2001
262921,9330,SM,The Family Fang,2016
262599,9331,IFC,Wakefield,2017
262075,9332,GK,Ernest & Celestine,2014
261865,9333,Gathr,Minimalism: A Documentary About the Important Things,2016
261819,9334,IFC,Dheepan,2016
261718,9335,Mira.,Journey of Hope,1991
261033,9336,Fox,The Stone Boy,1984
260586,9337,SPC,Steep,2007
260562,9338,Lions,Under Suspicion,2000
260523,9339,Jet,Stone Reader,2003
260430,9340,Cohen,Hitchcock/Truffaut,2015
260354,9341,IFC,"I, Daniel Blake",2017
259724,9342,FL,An Awfully Big Adventure,1995
259510,9343,NYer,The Wind Will Carry Us,2000
259486,9344,Hemd,Chattahoochee,1990
259019,9345,UA,Illegally Yours,1988
259012,9346,Uni.,Closet Land,1991
258771,9347,SPC,Dark Blue World,2001
258656,9348,MSF,Great Expectations (2013),2013
258578,9349,IFC,Turtles Can Fly,2005
258384,9350,RTWC,Blue Ruin,2014
258237,9351,MBox,The Green Prince,2014
258223,9352,RAtt.,The Music Never Stopped,2011
257868,9353,8X,Noelle,2007
257868,9354,UTV,What's Your Rashee?,2009
257706,9355,Ampl.,The Zero Theorem,2014
257597,9356,Magn.,Cezanne et moi,2017
257412,9357,Gold.,Blood: The Last Vampire,2009
257343,9358,Elev.,Yo-kai Watch: The Movie,2016
257315,9359,First,Mayor of the Sunset Strip,2004
257252,9360,ParC,The Reckoning,2004
256872,9361,Eros,Action Jackson (2014),2014
256780,9362,AL,Dancemaker,1999
256770,9363,Chri.,Miaou!,2004
256682,9364,B360,Alive Inside,2014
256521,9365,Trit,Twenty-One,1991
256451,9366,CL,Love in the Buff,2012
256264,9367,Gram.,Dream Lover,1994
256249,9368,Trit,In the Soup,1992
256242,9369,Arth.,Jean-Michel Basquiat: The Radiant Child,2010
256211,9370,PalUni,Boy (2012),2012
255947,9371,Shk.,Greendale,2004
255923,9372,Kino,Old Joy,2006
255620,9373,Think,My Brother Is an Only Child,2008
255388,9374,Orch.,"Life, Animated",2016
255364,9375,UA,The Yes Men,2004
255355,9376,Abr.,Passione,2011
254852,9377,David,Sex with Strangers,2002
254683,9378,Think,Gerry,2003
254666,9379,IFC,The Blue Room,2014
254536,9380,CBS,Dean,2017
254441,9381,Lot47,The War Zone,1999
254380,9382,All.,Maelstrom,2000
254293,9383,Lions,Civil Brand,2003
254190,9384,SenA,The War Tapes,2006
253986,9385,Oct.,Cemetary Man,1996
253941,9386,Zipp.,National Gallery,2014
253874,9387,SPC,Chicken with Plums,2012
253444,9388,Magn.,Trollhunter,2011
253311,9389,OrionC,Theremin: An Electronic Odyssey,1995
252895,9390,CJ,The Fortress,2017
252788,9391,NGE,Life in a Day,2011
252726,9392,BPic,Love's Abiding Joy,2006
252706,9393,ParC,Who is Cletis Tout?,2002
252603,9394,FoxS,Lola Versus,2012
252546,9395,Zeit.,A Place Called Chiapas,1998
252539,9396,Par.,Broken Bridges,2006
252430,9397,Lori,Orphans (1987),1987
252379,9398,Kino,Happily Ever After,2005
252325,9399,SPC,Riding Alone for Thousands of Miles,2006
252074,9400,Manh,In Praise of Love,2002
251819,9401,Vest,Call Me,1988
251555,9402,CJ,Tazza: The Hidden Card,2014
251495,9403,WB,Dominion: Prequel to the Exorcist,2005
251444,9404,Lot47,Happenstance,2001
251200,9405,CJ,War of the Arrows,2011
251150,9406,Magn.,The Signal,2008
250992,9407,SChf.,The 13th Alley,2008
250899,9408,NYer,The Swindle,1998
250897,9409,FL,Passion in the Desert,1998
250618,9410,Anch.,Spread,2009
250147,9411,NL,Dog Park,1999
250130,9412,Gold.,Gook,2017
250083,9413,UTV,Humko Deewana Kar Gaye,2006
250000,9414,Chri.,Jet Lag (Canada),2003
249588,9415,Eros,Sarkar 3,2017
249565,9416,Lvtt.,Gay Sex in the 70s,2005
249204,9417,First,Skins,2002
249167,9418,EXPe,NFB of Canada Animation Festival,1991
249083,9419,Alc,Love (2015),2015
248565,9420,CGld,A Tout de Suite,2005
248460,9421,Ode.,Far Side of the Moon (Canada),2003
248370,9422,IFC,Band Aid,2017
248362,9423,IFC,Joe Strummer: The Future Is Unwritten,2007
248346,9424,Eros,The Attacks of 26/11,2013
248286,9425,FUN,Black Butler: Book of the Atlantic,2017
248093,9426,Chris.,15 Fevrier 1839,2001
247948,9427,Cow.,Promises,2002
247728,9428,Kino,Time Regained,2000
247406,9429,Cow.,George Washington,2000
247202,9430,Gold.,Rough Magic,1997
247159,9431,Zeit.,The Galapagos Affair: Satan Came to Eden,2014
246649,9432,Bal.,Enlighten Up!,2008
246574,9433,NYer,My Dog Tulip,2010
246520,9434,TAS,The Animation Show,2005
246176,9435,Anch.,Frozen (2010),2010
246112,9436,MBox,Keep the Lights On,2012
246094,9437,Kino,Watermarks,2005
246078,9438,Abr.,When You're Strange,2010
246042,9439,Cdgm.,"Larger than Life in 3D: Dave Matthews Band, Ben Harper and Gogol Bordello",2009
246000,9440,Par.,Stepping Out,1991
245756,9441,Yash,Dhoom,2004
245217,9442,WB,The New Age,1994
245127,9443,SPC,Up and Down,2005
245034,9444,Vid.,Hello Brother,1999
244951,9445,ICir,The Waiting Room,2012
244861,9446,Mira.,The Harmonists,1999
244771,9447,CGld,La Moustache,2006
244397,9448,SPC,Youth Without Youth,2007
243936,9449,SPC,The Cuckoo,2003
243768,9450,Indic.,The Legend of God's Gun,2008
243616,9451,RM,My Uncle Rafael,2012
243550,9452,IFC,The Summit,2013
243000,9453,Latin,Santitos,2000
242967,9454,Eros,Gandhi My Father,2007
242867,9455,A24,Oasis: Supersonic,2016
242707,9456,ICir,My Perestroika,2011
242646,9457,KL,Gerhard Richter Painting,2012
242623,9458,Trim.,Dead Alive,1993
242578,9459,App.,Black Dynamite,2009
242266,9460,GK,The Breadwinner,2017
241916,9461,WGUSA,The Swindlers,2017
241914,9462,SPC,3-Iron,2005
241772,9463,FRun,49 Up,2006
241278,9464,Vest,Paperhouse,1989
240978,9465,Pala.,The Ottoman Lieutenant,2017
240476,9466,WIP,Chaos Theory,2008
240381,9467,IFC,Trishna,2012
240280,9468,Mira.,Lie Down with Dogs,1995
240239,9469,Zeit.,Manufactured Landscapes,2007
240214,9470,PN,Carter High,2015
240159,9471,MBox,Il Divo,2009
240093,9472,SPC,Happy Times,2002
240067,9473,MGM,One Man's Hero,1999
239962,9474,SPC,Driving Lessons,2006
239711,9475,CGld,The Beaches of Agnes,2009
239056,9476,IFC,Like Someone in Love,2013
238924,9477,CLS,Uncovered: The War on Iraq,2004
238831,9478,Wells,Nina's Tragedies,2005
238754,9479,Emp.,La Buche,2000
238609,9480,LGF,A Good Woman,2006
238558,9481,IFC,Crown Heights,2017
238497,9482,Gram.,The Land Girls,1998
238431,9483,Arro.,The Independent,2001
238260,9484,Zeit.,Ram Dass: Fierce Grace,2002
237708,9485,Sumerian,American Satan,2017
237301,9486,Magn.,Monsters,2010
237183,9487,Think,Kontroll,2005
237181,9488,AM,El Bulli: Cooking in Progress,2011
237000,9489,UniC,Puberty Blues,1983
236806,9490,AFFRM,Middle of Nowhere (2012),2012
236347,9491,Osci.,Rare Exports: A Christmas Tale,2010
236185,9492,First,Chopper,2001
236002,9493,Eros,Tevar,2015
235659,9494,DLA,James Cameron's Deepsea Challenge 3D,2014
235361,9495,FIP,Hamari Adhuri Kahani,2015
235294,9496,Think,Wilbur Wants to Kill Himself,2004
235087,9497,Jour,Circuit,2002
235075,9498,Wild,Asa Nu Maan Watan,2004
235037,9499,Osci.,Art and Craft,2014
234750,9500,IDP,Wah-Wah,2006
234743,9501,IFC,Drawing Restraint 9,2006
234573,9502,CJ,20 Once Again,2015
234540,9503,FInd.,Big Fan,2009
234480,9504,IDP,O Jerusalem,2007
234287,9505,Ocean,Swimming,2002
234286,9506,ParV,The Foot Fist Way,2008
233824,9507,IDP,Fear of a Black Hat,1994
233380,9508,Zeit.,Elena,2012
233007,9509,MBox,Gainsbourg: A Heroic Life,2011
232981,9510,FRun,Weapons of the Spirit,1989
232044,9511,Palm,demonlover,2003
231879,9512,Zeit.,Satin Rouge,2002
231826,9513,Col.,Falling from Grace,1992
231737,9514,Drft.,The Invitation,2016
231609,9515,Free,Down and Derby,2005
231574,9516,SPC,My Kid Could Paint That,2007
231378,9517,Magn.,A Place at the Table,2013
230900,9518,Wells,Les Destinees,2002
230880,9519,Zeit.,Diplomacy,2014
230600,9520,Gold.,(Untitled),2009
230069,9521,SkyI,Jimmy Vestvood: Amerikan Hero,2016
230049,9522,Strand,A Single Girl,1996
229931,9523,Eros,Tezz,2012
229653,9524,IFC,Brighton Rock,2011
229556,9525,NL,Judgment in Berlin,1988
229117,9526,SPC,Standard Operating Procedure,2008
229094,9527,A24,Slow West,2015
229041,9528,Can.,Fifty/Fifty,1993
228984,9529,WGUSA,The Taking of Tiger Mountain,2015
228894,9530,Osci.,The Love Witch,2016
228800,9531,Gram.,Land and Freedom,1996
228767,9532,SPC,Imaginary Heroes,2004
228498,9533,FoxS,Confetti,2006
228455,9534,Oct.,Still Breathing,1998
228194,9535,BV,High Heels and Low Lifes,2001
228153,9536,Orch.,Jeremiah Tower,2017
228136,9537,ADC,A Royal Night Out,2015
228004,9538,Free,InAPPropriate Comedy,2013
227986,9539,IDP,"Remember Me, My Love",2004
227569,9540,FRun,Insomnia (1998),1998
227374,9541,All.,"Babar, King of Elephants",1999
227241,9542,RBC,Guiana 1838,2004
226944,9543,Isld,Bellman and True,1988
226658,9544,IFC,This So-Called Disaster,2004
226189,9545,Think,The Agronomist,2004
226006,9546,KL,Rumble: The Indians Who Rocked The World,2017
225863,9547,Arv.,The Keeper: The Legend of Omar Khayyam,2005
225682,9548,Lot47,The Ballad of Ramblin' Jack,2000
225668,9549,Eros,Singh Saab The Great,2013
225664,9550,Mira.,Young Soul Rebels,1991
225490,9551,Eros,Dr. Cabbie (U.S. only),2014
225448,9552,Shad.,The Beauty Academy of Kabul,2005
225390,9553,Rialto,Murderous Maids,2002
225358,9554,Isld,Square Dance,1987
225341,9555,Scre.,Formosa Betrayed,2010
225067,9556,Aren,Goal 2: Living the Dream,2008
224831,9557,Eros,Kuch Naa Kaho,2003
224614,9558,FInd.,Sixty Six,2008
224546,9559,Mont.,10 Questions for the Dalai Lama,2007
224409,9560,PM,The Black Waters of Echo's Pond,2010
224169,9561,RedP,Battle in Seattle,2008
224099,9562,5&2,Unidentified,2006
224097,9563,Jan.,Tampopo (2016 re-release),2016
223880,9564,IFC,Into the Abyss,2011
223838,9565,Magn.,Tucker & Dale Vs. Evil,2011
223202,9566,PicH,Fur: An Imaginary Portrait of Diane Arbus,2006
223137,9567,Eros,Shaadi Karke Phas Gaye Yaar,2006
222989,9568,Magn.,A Pigeon Sat on a Branch Reflecting on Existence,2015
222927,9569,Emr.,Aida at La Scala,2007
222856,9570,Rel.,Pyaar Ka Punchnama 2,2015
222670,9571,GK,Miss Hokusai,2016
222565,9572,Gold.,Spirit of the Game,2016
222559,9573,Gold.,Hard Eight,1997
222555,9574,All.,Surviving My Mother,2007
222099,9575,Gram.,No Looking Back,1998
222098,9576,UTV,ABCD (Any Body Can Dance),2013
221846,9577,Mira.,Eagle Vs. Shark,2007
221805,9578,Magn.,World's Greatest Dad,2009
221574,9579,First,Wassup Rockers,2006
221295,9580,Col.,Under Suspicion (1992),1992
221193,9581,Art.,Critical Care,1997
221096,9582,Magn.,Ira & Abby,2007
220944,9583,All.,Steal (a.k.a. Riders),2003
220524,9584,Eros,Mela,2000
220496,9585,CL,The Viral Factor,2012
220409,9586,TLA,Boy Culture,2007
220198,9587,Leg.,Santa with Muscles,1996
220181,9588,Par.,Sea Wolves,1981
220165,9589,Strand,The Cockettes,2002
220038,9590,DEG,Radioactive Dreams,1986
219672,9591,FInd.,New York Doll,2005
219407,9592,PDA,Brooklyn Castle,2012
219401,9593,FIP,Naam Hai Akira,2016
219071,9594,Eros,Dus Khaniyan,2007
218693,9595,WGUSA,The Suspect (2014),2014
218626,9596,Gram.,Jack and Sarah,1996
218563,9597,Grav.,California Typewriter,2017
218044,9598,WGUSA,Railroad Tigers,2017
217883,9599,Wein.,Haute Cuisine,2013
217881,9600,7Art,Sister My Sister,1995
217644,9601,ORF,All I See is You,2017
217460,9602,Zeit.,BOMBSHELL: The Hedy Lamarr Story,2017
217300,9603,Strand,Zero Patience,1994
217277,9604,IFC,The Killer Inside Me,2010
217244,9605,First,Ratcatcher,2000
217201,9606,Think,Bus 174,2003
216839,9607,PicH,Starter for 10,2007
216724,9608,CGld,Le Petit Lieutenant,2006
216556,9609,WGUSA,The Adventurers,2017
216373,9610,SoG.,A Chorus of Disapproval,1989
216335,9611,SPC,Carandiru,2004
216110,9612,Zeit.,Chris & Don. A Love Story,2008
216110,9613,Anch.,HappyThankYouMorePlease,2011
215646,9614,NYer,Moolaade,2004
215500,9615,Can.,Terminal Bliss,1992
215449,9616,Strand,His Secret Life,2002
215303,9617,Maya,How the Garcia Girls Spent Their Summer,2008
215292,9618,First,The Designated Mourner,1997
215185,9619,FTrd.,Call + Response,2008
215026,9620,SPC,Neil Young Journeys,2012
214864,9621,YFG,First Snow,2007
214661,9622,Art.,"Niagara, Niagara",1998
214574,9623,Eros,Hote Hote Pyar Ho Gaya,1999
214307,9624,RAtt.,Trade,2007
213901,9625,Ave,The Year My Voice Broke,1988
213608,9626,TRR,Hell Ride,2008
213525,9627,AdL.,Do Knot Disturb,2009
213476,9628,UTV,Thaandavam,2012
213143,9629,Eros,Ek Ajnabee,2005
213137,9630,SPC,Love Liza,2002
213064,9631,RTWC,Supermensch: The Legend of Shep Gordon,2014
213008,9632,Libre,The Delicate Art of Parking,2004
212940,9633,Noct.,The Afflicted,2011
212662,9634,Free,Chocolate City,2015
212508,9635,CL,Fall in Love Like a Star,2015
212483,9636,Par.,Bopha!,1993
212094,9637,Vari.,Tai Chi Zero,2012
211821,9638,Gold.,Beatrice,1988
211667,9639,Tar.,Lady Vengeance,2006
211440,9640,IFC,Polisse,2012
210975,9641,Long Shot,Somewhere Between,2012
210840,9642,FR,Truman,2017
210752,9643,Abr.,The House I Live In,2012
210625,9644,7-57,La Soga,2010
210591,9645,Sony,Wolf Totem,2015
210200,9646,Isld,Straight to Hell,1987
209935,9647,7Art,Man of the Year (1996),1996
209696,9648,Cohen,The Awakening (2012),2012
209695,9649,SPC,Levity,2003
209659,9650,Tar.,The Page Turner,2007
209654,9651,IFC,Believe in Me,2007
209618,9652,Think,Mondovino,2005
209478,9653,All.,The Journals of Knud Rasmussen,2006
208959,9654,CL,The Breakup Guru,2014
208693,9655,MNE,Rob the Mob,2014
208611,9656,Eros,Ho Mann Jahaan,2016
208588,9657,A24,Dark Places,2015
208538,9658,Strand,Boys Life 3,2000
208400,9659,Wells,Alias Betty,2002
208392,9660,Tent.,A Man Named Pearl,2007
208023,9661,Strand,The Girl on the Train,2010
207853,9662,Cdgm.,Arthur Newman,2013
207825,9663,CEye,Seed: The Untold Story,2016
207584,9664,Focus,Under the Electric Sky,2014
207481,9665,WGUSA,The Prison,2017
207473,9666,CGld,Sweetgrass,2010
207378,9667,SPC,CJ7,2008
207121,9668,SPC,Soul Power,2009
206952,9669,WA,Matador,1988
206871,9670,CityL,Tamara,2006
206789,9671,NYer,Chaos,2003
206755,9672,Prov.,The Revelation,1999
